number of observations,date range,number of missing prices,price_mean,price_std,price_var,min_price,max_price,median_price,number of missing returns,returns_mean,returns_std,returns_var,min_returns,max_returns,median_returns,roll_mean_10,roll_std_10,roll_min_10,roll_max_10,roll_mean_21,roll_std_21,roll_min_21,roll_max_21,number of missing volumes,volume_mean,volume_std,volume_var,min_volume,max_volume,vol_roll_mean_10,vol_roll_std_10,vol_roll_min_10,vol_roll_max_10,vol_roll_mean_21,vol_roll_std_21,vol_roll_min_21,vol_roll_max_21
3104,2014-01-01 to 2026-01-02,0,46263.72197164949,22230.385518664112,494190040.308431,24545,137789,38832.5,1,-0.000454855064410804,0.008563826115914306,7.333911774361592e-05,-0.050326533360263936,0.06361783271962129,-0.0005910702918977551,46158.710403877216,463.1573316339942,45454.59547657512,46908.460743134085,46033.4097492434,692.4873033067944,44878.77204928664,47292.23119325551,0,14855.159471649484,14197.12372185274,201558321.9735938,0,149474,14817.367431340874,6684.894931432176,4842.147980613893,25973.076575121162,14750.918365141128,7875.423140388567,901.8657587548638,30258.124513618677
